line_id,longitude,latitude
0,-64.41115039263957,-42.23311645616766
0,-64.41132951122681,-42.23318027966738
0,-64.41150863016927,-42.23324410288123
0,-64.41168774946692,-42.23330792580914
0,-64.41213481337674,-42.23343447709463
0,-64.4124946125066,-42.23353699677716
0,-64.41284982475877,-42.23362375355562
0,-64.41320659555979,-42.233685385321046
0,-64.41356336702674,-42.23374701596534
0,-64.41374101627676,-42.233744826108236
0,-64.41391866550703,-42.233742635976085
0,-64.41409631471754,-42.23374044556889
0,-64.4145966632133,-42.233784186387595
0,-64.41480838593942,-42.23379769067691
0,-64.41498603523607,-42.23379549888944
0,-64.41552045832985,-42.23385493134304
0,-64.41569810773235,-42.233852738450366
0,-64.41587575711507,-42.23385054528262
0,-64.41605340647801,-42.23384835183985
0,-64.41623105582113,-42.23384615812203
0,-64.41640870514446,-42.23384396412915
0,-64.416586354448,-42.233841769861236
0,-64.41676400373173,-42.23383957531827
0,-64.41694165299565,-42.233837380500276
0,-64.41711930223977,-42.23383518540722
0,-64.41729695146408,-42.233832990039126
0,-64.41747460066857,-42.23383079439599
0,-64.41783137675066,-42.23389241168443
0,-64.4180090260807,-42.233890215211105
0,-64.41836580297384,-42.23395183082321
0,-64.41854345242942,-42.2339496335197
0,-64.41872110186516,-42.23394743594113
0,-64.41889875128106,-42.233945238087536
0,-64.41907640067714,-42.23394303995887
0,-64.41934287473407,-42.23393974225018
0,-64.41987730258396,-42.23399915431636
0,-64.4200549520559,-42.23399695466992
0,-64.4205893809676,-42.23405636339933
0,-64.42094616109276,-42.23411797092907
0,-64.42148207330642,-42.23424338476687
0,-64.42166120508452,-42.23430719191026
0,-64.42184033721772,-42.234370998767666
0,-64.42201946970603,-42.23443480533904
0,-64.42219860254944,-42.23449861162448
0,-64.42229039272834,-42.23462952855588
0,-64.42238218329216,-42.23476044540515
0,-64.4224556769412,-42.23485233446332
0,-64.42247693950014,-42.235023380680815
0,-64.42247990477925,-42.2351553991861
0,-64.42248287007826,-42.23528741768817
0,-64.42248583539713,-42.23541943618704
0,-64.4224888007359,-42.23555145468266
0,-64.42249176609455,-42.23568347317505
0,-64.4224947314731,-42.23581549166428
0,-64.42249769687153,-42.23594751015023
0,-64.42250066228983,-42.23607952863298
0,-64.42250362772803,-42.23621154711253
0,-64.42248919100184,-42.23634440837136
0,-64.42249114969434,-42.23643160748315
0,-64.42240249428835,-42.23654900501216
0,-64.42224900421063,-42.2367429262539
0,-64.42217520560125,-42.23688133455492
0,-64.42198696534545,-42.236944258629975
0,-64.42185251329653,-42.23703070825238
0,-64.42172344285646,-42.23707958117458
0,-64.42154874841941,-42.23721380204558
0,-64.42137257163884,-42.23728201339992
0,-64.42119639447331,-42.23735022448854
0,-64.42102021692281,-42.237418435311355
0,-64.42084403898731,-42.23748664586843
0,-64.42066786066687,-42.23755485615977
0,-64.42049168196144,-42.237623066185336
0,-64.42031550287105,-42.23769127594512
0,-64.42013358069282,-42.23772798896077
0,-64.42000096908073,-42.237775665658546
0,-64.41978548331225,-42.23782989433219
0,-64.41960930286206,-42.237898103024655
0,-64.41943312202689,-42.23796631145135
0,-64.41929227335365,-42.238014611679944
0,-64.41911755685632,-42.238074922809446
0,-64.41890309813917,-42.23810492581699
0,-64.41872543705685,-42.23810712385148
0,-64.4185477759547,-42.23810932161089
0,-64.41837011483271,-42.238111519095206
0,-64.41819245369089,-42.23811371630444
0,-64.41801479252925,-42.2381159132386
0,-64.41783713134777,-42.23811810989765
0,-64.41763573079314,-42.23815139933343
0,-64.41747318327454,-42.23817279157375
0,-64.41730562509144,-42.23819070758957
0,-64.41715873410132,-42.238254209762296
0,-64.41704208718906,-42.23832601957529
0,-64.41686737926692,-42.23846023348665
0,-64.41678150190987,-42.23859334972109
0,-64.41668339922579,-42.23872285137722
0,-64.41660974613005,-42.238859582004295
0,-64.41652386770728,-42.23899269805305
0,-64.4164706827209,-42.23912525285998
0,-64.41644094204632,-42.239257832795964
0,-64.41644389518319,-42.239389851548786
0,-64.41644684833986,-42.23952187029837
0,-64.41648782214503,-42.239599924043624
0,-64.41653863431691,-42.239652791791926
0,-64.41667345435496,-42.23973573468399
0,-64.41684409734505,-42.2397845068315
0,-64.41698722971283,-42.23984533256426
0,-64.41716637315551,-42.23990914649876
0,-64.41725519347585,-42.23994175942029
0,-64.4173827562304,-42.23995956583242
0,-64.41752318337586,-42.23997076417207
0,-64.41770084977844,-42.23996856792177
0,-64.41787851616121,-42.2399663713964
0,-64.41805618252414,-42.23996417459589
0,-64.41823384886725,-42.23996197752028
0,-64.41841151519051,-42.23995978016957
0,-64.41858918149396,-42.23995758254375
0,-64.41876684777756,-42.23995538464283
0,-64.41899275460754,-42.23994234758661
0,-64.41917288370665,-42.239961655216604
0,-64.41932394112239,-42.239977015048254
0,-64.41940516838058,-42.23998031703007
0,-64.41953874419147,-42.23999158562523
0,-64.4196836205124,-42.23998979218776
0,-64.41983432519909,-42.24000820073215
0,-64.42001199152882,-42.24000600090045
0,-64.42018965783872,-42.24000380079365
0,-64.42028364980985,-42.23999313073627
0,-64.42036732412875,-42.240001600411745
0,-64.42047261687217,-42.24001878785384
0,-64.42058349574592,-42.24005187299922
0,-64.42074706166859,-42.240107995604355
0,-64.42093120050221,-42.24017678504472
0,-64.42108391486795,-42.24025683307127
0,-64.42121110541623,-42.24038006816866
0,-64.42129484635987,-42.24049532813629
0,-64.4213593057381,-42.24064958563912
0,-64.42136226927157,-42.240781604078535
0,-64.42136523282491,-42.24091362251473
0,-64.42136819639815,-42.241045640947696
0,-64.42128232523775,-42.24117876040487
0,-64.42118475152722,-42.241272011225284
0,-64.42110033687315,-42.24138504779787
0,-64.42093439293042,-42.241513209950455
0,-64.42075968481058,-42.241647429728005
0,-64.4205834949395,-42.24171564001746
0,-64.4204073046834,-42.2417838500411
0,-64.42023111404224,-42.24185205979895
0,-64.42005492301601,-42.241920269290986
0,-64.41987873160474,-42.241988478517236
0,-64.4197466752896,-42.24202637676741
0,-64.4195248677018,-42.24205888691591
0,-64.41934719557531,-42.24206108607906
0,-64.41916952342896,-42.24206328496708
0,-64.41899185126279,-42.24206548357998
0,-64.41881417907678,-42.242067681917746
0,-64.41863650687091,-42.24206987998042
0,-64.41847857868319,-42.2420894498229
0,-64.41830501062269,-42.24210451858289
0,-64.41815471992794,-42.24212360654921
0,-64.41792729610864,-42.24214467878162
0,-64.41775020933231,-42.242180296111655
0,-64.41757342900293,-42.24221508120178
0,-64.41740384341344,-42.24224488024985
0,-64.41721956108255,-42.24228548254086
0,-64.41704188814298,-42.24228767814254
0,-64.41685483497311,-42.242320581849846
0,-64.41668801918323,-42.24235807785527
0,-64.41649687674403,-42.24238530647447
0,-64.41633414940885,-42.2424284764869
0,-64.41617388210679,-42.24245821286648
0,-64.41598027881986,-42.24249887403741
0,-64.41580442805281,-42.242527384620544
0,-64.41562640741627,-42.24256927050675
0,-64.415441153532,-42.24261370821507
0,-64.41525705138301,-42.24267628296626
0,-64.41509633645306,-42.242707867871594
0,-64.41492013732302,-42.24277606958238
0,-64.41474405914099,-42.242807525211866
0,-64.4145662631105,-42.24284646281753
0,-64.41439006300556,-42.24291466372653
0,-64.41421209960764,-42.2429547926001
0,-64.41405452721494,-42.24299406584785
0,-64.41385998630876,-42.24305325545169
0,-64.4136623027936,-42.24308217655695
0,-64.4135233425567,-42.243089632581096
0,-64.41332696019461,-42.24305982591533
0,-64.41314781145714,-42.242996006092056
0,-64.41295979366048,-42.24294725693325
0,-64.41279098799477,-42.24293437502671
0,-64.41261184013337,-42.242870554351256
0,-64.41243122006088,-42.24274072393891
0,-64.41225207310022,-42.24267690268562
0,-64.41207292649493,-42.24261308114632
0,-64.41180494320335,-42.2425503530369
0,-64.41163606972466,-42.242509854109805
0,-64.4114481234587,-42.242488717730765
0,-64.41126749807479,-42.24244547327112
0,-64.41108983323173,-42.24236107180973
0,-64.41091619766853,-42.24228898911645
0,-64.41073154442623,-42.24223342474478
0,-64.41058808006603,-42.24213221871956
0,-64.41050965861507,-42.24208149539023
0,-64.41037031627982,-42.24197375749995
0,-64.4102505106445,-42.24189803172208
0,-64.41010086719972,-42.24184501581122
0,-64.40996147910116,-42.2417608797045
0,-64.40983141920545,-42.241716273470125
0,-64.40965227768267,-42.241652448061295
0,-64.40946975823103,-42.24154581487644
0,-64.40934684639198,-42.24146960546757
0,-64.40916770604264,-42.241405779335075
0,-64.4090396006114,-42.24131850530874
0,-64.40893277745259,-42.241265124432296
0,-64.40881194251493,-42.24116049539509
0,-64.40869418657003,-42.24107866695174
0,-64.40856490444693,-42.2409998515115
0,-64.40845306563423,-42.24088920921709
0,-64.40829101510529,-42.240848151491164
0,-64.40812298315394,-42.24081287736647
0,-64.40794384586223,-42.240749049214784
0,-64.40782274276722,-42.24064427778163
0,-64.40765521129288,-42.240583160171816
0,-64.4075497660919,-42.24053348438969
0,-64.40741687831161,-42.24046619810587
0,-64.40722436621067,-42.240361714496835
0,-64.40709162136909,-42.240263437656296
0,-64.4069534635532,-42.24016695554601
0,-64.4067743292364,-42.24010312551532
0,-64.40659519527497,-42.2400392951987
0,-64.40641606166893,-42.239975464596164
0,-64.40623692841827,-42.23991163370768
0,-64.40589614743307,-42.23981075453697
0,-64.40578982959056,-42.239785060072634
0,-64.40561069748874,-42.23972122818633
0,-64.40543156574232,-42.239657396014074
0,-64.40525243435127,-42.23959356355592
0,-64.40507330331562,-42.23952973081182
0,-64.40491825937369,-42.23949753533957
0,-64.40473515284324,-42.23943086113579
0,-64.40453287636223,-42.23937558016285
0,-64.40435824669908,-42.23934040669637
0,-64.40418058103755,-42.23934258225359
0,-64.40400291535639,-42.23934475753573
0,-64.40382524965558,-42.23934693254276
0,-64.40364758393518,-42.23934910727468
0,-64.40346991819513,-42.239351281731494
0,-64.40329225243545,-42.239353455913204
0,-64.40311458665616,-42.23935562981983
0,-64.40293692085726,-42.23935780345135
0,-64.40285101276358,-42.23949090968671
0,-64.4027651043145,-42.239624015860095
0,-64.4027680289818,-42.23975603538143
0,-64.40277095366874,-42.23988805489956
0,-64.40277387837527,-42.240020074414495
0,-64.40286563712353,-42.24015100725238
0,-64.40295739625662,-42.240281940008295
0,-64.40304915577457,-42.24041287268222
0,-64.40314091567738,-42.24054380527415
0,-64.40323267596504,-42.24067473778408
0,-64.4037548560663,-42.24105667765434
0,-64.40397388331988,-42.24117460157974
0,-64.40409626087889,-42.241290836929934
0,-64.40422596087423,-42.24138888333286
0,-64.40440656053646,-42.24151872700848
0,-64.40449832488177,-42.241649658423896
0,-64.404590089612,-42.241780589757276
0,-64.4046818547271,-42.24191152100863
0,-64.40486392146597,-42.24210737359236
0,-64.40493321761707,-42.242261699977796
0,-64.40513775617481,-42.24243415671325
0,-64.40531836070815,-42.2425639988574
0,-64.40537347385673,-42.24266857753664
0,-64.40551142474794,-42.24277532286097
0,-64.40570449163206,-42.24288398975621
0,-64.40586017875032,-42.242953523499544
0,-64.40613109027015,-42.24314828481357
0,-64.40622286059805,-42.24327921472422
0,-64.40649377463141,-42.24347397513313
0,-64.40667438491248,-42.243603815032735
0,-64.40676615703813,-42.24373474447177
0,-64.40694823553207,-42.243930593510896
0,-64.40713031516118,-42.24412644223752
0,-64.40713324939034,-42.24425846140771
0,-64.40713618363917,-42.244390480574666
0,-64.40713911790768,-42.24452249973841
0,-64.40714205219587,-42.24465451889894
0,-64.40714498650374,-42.244786538056246
0,-64.40714792083128,-42.24491855721035
0,-64.40715085517851,-42.24505057636123
0,-64.40715378954542,-42.24518259550888
0,-64.407156723932,-42.24531461465335
0,-64.40715965833829,-42.245446633794586
0,-64.40716259276422,-42.24557865293261
0,-64.40715955877454,-42.24572573030829
0,-64.40710619682164,-42.24593313667852
0,-64.40699517916416,-42.24604290008542
0,-64.406909270993,-42.246176009218345
0,-64.40680677953512,-42.246285703513394
0,-64.40673315831711,-42.24636413849135
0,-64.40655976817837,-42.246444406835465
0,-64.40638208275287,-42.24644658609753
0,-64.40620439730772,-42.24644876508439
0,-64.4060267118429,-42.2464509437961
0,-64.40584902635838,-42.246453122232644
0,-64.40567134085424,-42.24645530039402
0,-64.4054936553304,-42.246457478280185
0,-64.40531596978694,-42.24645965589122
0,-64.4051382842238,-42.246461833227066
0,-64.40496059864101,-42.246464010287745
0,-64.40478291303856,-42.24646618707326
0,-64.40460522741648,-42.24646836358362
0,-64.40442754177474,-42.24647053981877
0,-64.40424985611337,-42.24647271577877
0,-64.40406269008989,-42.246457168583284
0,-64.4038930208771,-42.246411057222474
0,-64.40371387167741,-42.24634722269534
0,-64.40353472283321,-42.246283387882265
0,-64.40339682714576,-42.24623272372389
0,-64.40326526864067,-42.24615463029055
0,-64.4030861207803,-42.2460907947596
0,-64.40290697327549,-42.2460269589427
0,-64.40260222435822,-42.24595385442641
0,-64.40245983723419,-42.24590037299826
0,-64.40228069087871,-42.24583653618338
0,-64.40210154487876,-42.24577269908255
0,-64.40192239923435,-42.245708861695746
0,-64.401743495279,-42.24565853414778
0,-64.40156999997475,-42.2455854213854
0,-64.4013849644343,-42.2455173478196
0,-64.40120582021203,-42.245453509288964
0,-64.40104220800613,-42.24540435725453
0,-64.40080192073977,-42.24528668753126
0,-64.4006669292492,-42.245195982225404
0,-64.40055526720325,-42.245143251092266
0,-64.40042652630464,-42.245088828094936
0,-64.4003071843402,-42.24500229281066
0,-64.40012804263118,-42.24493845255278
0,-64.40000951786794,-42.24484409486475
0,-64.3999459819638,-42.244742592446606
0,-64.39986276622496,-42.24463052000953
0,-64.3997091787965,-42.24450102127177
0,-64.39958332328936,-42.244416881093684
0,-64.39946519056647,-42.244346781603845
0,-64.39938445042603,-42.24424706922176
0,-64.3992113206777,-42.24413882038557
0,-64.39907830578608,-42.24403118517524
0,-64.3989512321226,-42.24396240047401
0,-64.39877209469513,-42.24389855802244
0,-64.39864506438502,-42.243829139462456
0,-64.39850658828065,-42.243727452412195
0,-64.39832206582203,-42.24363993588278
0,-64.39814292992394,-42.24357609242184
0,-64.39796379438137,-42.243512248674975
0,-64.39778465919434,-42.24344840464222
0,-64.39751522855705,-42.243319633123605
0,-64.39733984669506,-42.243263561605296
0,-64.39715841717424,-42.243257953214965
0,-64.39697972374938,-42.243231336822745
0,-64.39682659680308,-42.24318797513135
0,-64.39673014144152,-42.24315146083567
0,-64.39667323257966,-42.243133847802724
0,-64.3966224732976,-42.24313242630252
0,-64.39644479641002,-42.243134590033755
0,-64.39626711950292,-42.24313675348986
0,-64.3960894425763,-42.24313891667084
0,-64.39582292714977,-42.24314216092637
0,-64.39564525017434,-42.24314432341946
0,-64.39546757317937,-42.24314648563743
0,-64.39528989616491,-42.24314864758026
0,-64.39511367366545,-42.24321681918402
0,-64.39493745078116,-42.243284990521786
0,-64.39476268169098,-42.243419171537184
0,-64.39458645785679,-42.2434873423471
0,-64.39441023363779,-42.24355551289099
0,-64.39423255539567,-42.24355767321278
0,-64.39414662336361,-42.243690773186884
0,-64.3939703980924,-42.24375894306783
0,-64.39379562563137,-42.24389312264809
0,-64.39361939941028,-42.24396129200115
0,-64.39344462564377,-42.244095471061065
0,-64.39326839847277,-42.24416363988624
0,-64.39309217091696,-42.244231808445406
0,-64.39291594297632,-42.244299976738525
0,-64.39273971465083,-42.24436814476561
0,-64.3925649378836,-42.24450232251951
0,-64.39238870860822,-42.244570490018695
0,-64.39221102736542,-42.24457264725069
0,-64.39212508972166,-42.24470574576996
0,-64.39194885939408,-42.24477391260614
0,-64.39177262868166,-42.244842079176244
0,-64.39168668975671,-42.244975177379864
0,-64.39151045819668,-42.24504334355713
0,-64.39133422625181,-42.24511150946838
0,-64.39107060282515,-42.245246762849355
0,-64.39089582007584,-42.24538093812706
0,-64.39071813644621,-42.24538309307964
0,-64.39054335256671,-42.24551726783351
0,-64.39036566852795,-42.245519422245714
0,-64.39018943399155,-42.24558758642964
0,-64.39019233304984,-42.24571960652109
0,-64.39010638962834,-42.24585270358701
0,-64.39002044585119,-42.245985800590844
0,-64.38984420964383,-42.24605396426337
0,-64.38984710802966,-42.24618598436338
0,-64.38976116326832,-42.24631908118005
0,-64.3896752181513,-42.24645217793459
0,-64.38949898027292,-42.246520341095746
0,-64.3894130343374,-42.24665343766137
0,-64.38923824420246,-42.24678761048933
0,-64.38906200491128,-42.246855772995666
0,-64.38897605761153,-42.246988869246415
0,-64.38879981747269,-42.24705703135982
0,-64.388623576949,-42.24712519320714
0,-64.38844733604047,-42.247193354788365
0,-64.3882710947471,-42.2472615161035
0,-64.38809485306886,-42.247329677152536
0,-64.3880089030992,-42.24746277270704
0,-64.38774526270448,-42.247598018637376
0,-64.38756901951116,-42.247666178896395
0,-64.38748306798719,-42.24779927407212
0,-64.38730682394616,-42.247867433938204
0,-64.38713202597711,-42.24800160364279
0,-64.3870460730888,-42.24813469850356
0,-64.38686982763492,-42.24820285771472
0,-64.38669358179621,-42.24827101665976
0,-64.38651878141054,-42.24840518545577
0,-64.38634253462183,-42.248473343872725
0,-64.38599710829702,-42.24860152434947
0,-64.38564296669385,-42.24871374294351
0,-64.38532993832237,-42.248894152187525
0,-64.38489871653314,-42.24910542590051
0,-64.38405011178367,-42.24955723932034
0,-64.38327835771214,-42.24990017902058
0,-64.38121787435973,-42.249895578807525
0,-64.37976221113279,-42.249765912946735
0,-64.37939249579371,-42.24977036071114
0,-64.37911456802917,-42.2497442655753
0,-64.3760890980682,-42.24909372637714
0,-64.37466625679478,-42.24864959759655
0,-64.37379075315957,-42.24847364918746
0,-64.37241584742064,-42.248411610839995
0,-64.37146495552919,-42.24841317426337
0,-64.37091017995247,-42.24840999507929
0,-64.37054110834744,-42.24844384448613
0,-64.37024444542655,-42.2484670148982
0,-64.36976921111017,-42.24847759869801
0,-64.36750558017371,-42.248633492444824
0,-64.36732788566648,-42.24863561129409
0,-64.36716200363898,-42.248687791784725
0,-64.36701930228186,-42.24880724459823
0,-64.36684270769865,-42.24919204237597
0,-64.36646221214096,-42.24970237204402
0,-64.36637621316407,-42.249835452035796
0,-64.3662902138312,-42.24996853196529
0,-64.36606012397104,-42.25026113197756
0,-64.36594906194146,-42.250632872385026
0,-64.36586306066248,-42.250765952004805
0,-64.36577705902742,-42.25089903156229
0,-64.36569105703637,-42.25103211105753
0,-64.36544159305774,-42.25182741315363
0,-64.36544444113956,-42.25195943447529
0,-64.36544728924046,-42.2520914557937
0,-64.36545013736045,-42.25222347710893
0,-64.36545298549957,-42.252355498420954
0,-64.36545583365779,-42.25248751972978
0,-64.36545868183511,-42.252619541035386
0,-64.36537267692509,-42.25275262029642
0,-64.36537552495543,-42.25288464160047
0,-64.36537837300484,-42.253016662901324
0,-64.36538122107339,-42.25314868419898
0,-64.36538406916102,-42.25328070549343
0,-64.36538691726777,-42.25341272678465
0,-64.3653009111712,-42.253545805991706
0,-64.36530375913094,-42.25367782728139
0,-64.36530660710979,-42.253809848567876
0,-64.36530945510775,-42.25394186985116
0,-64.3653123031248,-42.254073891131235
0,-64.36531515116096,-42.25420591240811
0,-64.36531799921622,-42.254337933681754
0,-64.36532084729058,-42.254469954952214
0,-64.36532369538405,-42.25460197621946
0,-64.36532654349662,-42.25473399748351
0,-64.3653293916283,-42.254866018744345
0,-64.36533223977908,-42.25499804000198
0,-64.36533508794896,-42.255130061256416
0,-64.36533793613795,-42.255262082507635
0,-64.36534078434605,-42.25539410375563
0,-64.36543248957388,-42.25552506700847
0,-64.36552419518651,-42.25565603017952
0,-64.3656159011839,-42.25578699326886
0,-64.36570760756608,-42.255917956276406
0,-64.36579931433305,-42.2560489192022
0,-64.36591974125399,-42.25630247739142
0,-64.36608298658578,-42.25683787102011
0,-64.36608583650504,-42.256969892190725
0,-64.36608868644339,-42.25710191335812
0,-64.36609153640089,-42.257233934522326
0,-64.36609438637748,-42.257365955683284
0,-64.36609723637322,-42.25749797684107
0,-64.36610008638806,-42.257629997995664
0,-64.36610293642201,-42.25776201914703
0,-64.36611639700399,-42.25790817835446
1,-64.36611630456105,-42.257908145384164
1,-64.36614049639674,-42.25811518287899
1,-64.36616205256804,-42.25819588019504
1,-64.36616459406325,-42.25831360136824
1,-64.3661372632305,-42.25842431895632
1,-64.36606040972143,-42.25853562649375
1,-64.36598355594573,-42.25864693398148
1,-64.36591533591749,-42.25869926285487
1,-64.36579743421235,-42.258744823960534
1,-64.36569934145238,-42.25879014903163
1,-64.36550370609433,-42.25882559696507
1,-64.3653259828263,-42.2588277131235
1,-64.36514825953918,-42.258829829006636
1,-64.36497053623295,-42.25883194461444
1,-64.36479281290761,-42.258834059946956
1,-64.36461508956317,-42.25883617500416
1,-64.36443736619964,-42.258838289786084
1,-64.36425964281702,-42.258840404292684
1,-64.36408191941528,-42.25884251852398
1,-64.3639041959945,-42.25884463247998
1,-64.36372647255457,-42.25884674616067
1,-64.3635487490956,-42.25884885956604
1,-64.36337102561754,-42.25885097269613
1,-64.36329163560592,-42.25885382397994
1,-64.36319691485434,-42.258864149362466
1,-64.36310183107642,-42.25894705149255
1,-64.36300734575579,-42.259057748855916
1,-64.36290280578126,-42.25921272243491
1,-64.36281832111833,-42.25937890562928
1,-64.36276498607378,-42.259479369256844
1,-64.36269671238216,-42.25958048738258
1,-64.36258974824361,-42.2597186168778
1,-64.3624162860832,-42.25991876051443
1,-64.36233026519501,-42.260051837563914
1,-64.36224424395058,-42.26018491455106
1,-64.36213093550083,-42.26029807910724
1,-64.36198191549545,-42.26038611316858
1,-64.36171958537288,-42.26058731120312
1,-64.36145583325813,-42.2607224979866
1,-64.36092690583908,-42.26092685909272
1,-64.36066793844223,-42.261009895148995
1,-64.3603965557196,-42.26106520710789
1,-64.36021882578466,-42.26106731544246
1,-64.36004109583067,-42.2610694235017
1,-64.35986336585765,-42.2610715312856
1,-64.35968563586559,-42.26107363879418
1,-64.35950790585451,-42.261075746027444
1,-64.3593301758244,-42.26107785298536
1,-64.35915244577527,-42.26107995966797
1,-64.35897796497292,-42.26105174125601
1,-64.35879556805531,-42.26101816146967
1,-64.3586164207598,-42.260954256578295
1,-64.3584372738206,-42.260890351401095
1,-64.35825812723768,-42.26082644593809
